FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
RODION;GORIACHEV;MALE;;;;;5684037016040827.0;;19.05.2017;;;;SU6588;SCW;LED;TTULEE;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
RODION;IVANOV;MALE;;;;;1496248957834877.0;;01.06.2017;;;;SU6588;SCW;LED;LCFXFP;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RUSTAM;KALACHEV;MALE;;;;;8934727856377316.0;;15.05.2017;;;;SU6588;SCW;LED;FJBGSK;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 861525648;Basic;KE 846480587;;;False
SABINA;PANKRATOVA;FEMALE;;;;;4973301720070228.0;;02.05.2017;;;;SU6588;SCW;LED;IVASLT;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SERGEI;SCHUKIN;MALE;;;;;8769800967454342.0;;02.06.2017;;;;SU6588;SCW;LED;CETDAT;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TAISIJA;ZOTOVA;FEMALE;;;;;8077633794612532.0;;02.06.2017;;;;SU6588;SCW;LED;CMTZLM;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TAMERLANE;DEMIN;MALE;;;;;;;03.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 132426030;False
TATYANA;GUSHCHINA;FEMALE;;;;;6030831092298977.0;;01.06.2017;;;;SU6588;SCW;LED;LJGRQZ;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ULYANA;GREKOVA;FEMALE;;;;;;;06.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 241229793;Elite;KE 602866645;;;False
OKSANA;KONSTANTINOV;FEMALE;;;;DT 399168668;;A;30.05.2017;;;;SU6596;KZN;LED;ASTNPH;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 399168668;Elite+;FB 747155323;Basic;KE 119376395;;;False
AMALIIA;SUKHOVA;FEMALE;;;;;;;02.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 354035689;False
EMILIIA;TITOVA;FEMALE;;;;;8716082940718124.0;;03.05.2017;;;;SU6596;KZN;LED;XSRCFX;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ESENIJA;ILINSKAYA;FEMALE;;;;;;;20.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 837899990;;;;;False
GORDEI;EGOROV;MALE;;;;;;;07.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 962915733;;;;;False
GREGORY;LAZAREV;MALE;;;;;;;04.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 961133775;;;False
ILDAR;AKIMOV;MALE;;;;;6169648440431117.0;;02.06.2017;;;;SU6596;KZN;LED;DVWHOF;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MADINA;BABUSHKINA;FEMALE;;;;;;;09.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 905340391;Elite;KE 429864352;;;False
MARGARITA;KOLESNIKOVA;FEMALE;;;;;1724459081835101.0;;01.06.2017;;;;SU6596;KZN;LED;AVCEWF;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RINAT;SPIRIDONOV;MALE;;;;;;;18.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 432363425;;;False
TATYANA;KUKUSHKINA;FEMALE;;;;;;;10.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 107622117;;;;;;;False
YAN;CHISTYAKOV;MALE;;;;;;;30.05.2017;;;;SU6596;KZN;LED;;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 90641114;Elite;KE 580454522;Elite;SU 716608426;False
ZARINA;EGOROVA;FEMALE;;;;;6698922044574172.0;;03.05.2017;;;;SU6596;KZN;LED;LTCIMH;KAZAN;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EVA;VINOKUROVA;FEMALE;;;;KE 977559489;;;03.05.2017;;;;SU6604;VIE;LED;YSTNQY;VIENNA;SAINT PETERSBURG;AUSTRIA;RUSSIAN FEDERATION;;Korean Air SKYPASS;Elite;DT 695922118;Elite;FB 890741965;Elite+;KE 977559489;Basic;SU 503286403;False
DANIEL;KHOKHLOV;MALE;;;;;6468956652268262.0;;05.05.2017;;;;SU6604;VIE;LED;OPYVAN;VIENNA;SAINT PETERSBURG;AUSTRIA;RUSSIAN FEDERATION;;;;;;;;;;;
EVELINA;KUZINA;FEMALE;;;;;;;27.05.2017;;;;SU6604;VIE;LED;;VIENNA;SAINT PETERSBURG;AUSTRIA;RUSSIAN FEDERATION;;;Elite;DT 910618661;;;Elite+;KE 587437542;Elite;SU 336837942;False
PAVEL;USHAKOV;MALE;;;;;9361316842633696.0;;05.05.2017;;;;SU6604;VIE;LED;FXLLPE;VIENNA;SAINT PETERSBURG;AUSTRIA;RUSSIAN FEDERATION;;;;;;;;;;;
VARVARA;MOLCHANOVA;FEMALE;;;;;;;15.05.2017;;;;SU6604;VIE;LED;;VIENNA;SAINT PETERSBURG;AUSTRIA;RUSSIAN FEDERATION;;;;;Elite;FB 677974414;;;;;False
ARTEM;DANILOV;MALE;;;;DT 120634883;;;29.05.2017;;;;SU6618;LCA;LED;AFLXXQ;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 120634883;Elite+;FB 578546905;Basic;KE 858252683;Elite+;SU 970555470;False
SABINA;BELIKOVA;FEMALE;;;;KE 60103367;;;24.05.2017;;;;SU6618;LCA;LED;YRSTDI;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;Korean Air SKYPASS;;;Elite;FB 946203622;Elite+;KE 60103367;Elite;SU 745816214;False
ALISA;ARKHIPOVA;FEMALE;;;;;;;22.05.2017;;;;SU6618;LCA;LED;;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 754054290;False
LARISA;KULIKOVA;FEMALE;;;;;;;10.05.2017;;;;SU6618;LCA;LED;;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;;;;;;Elite+;KE 233423139;;;False
LEV;TARASOV;MALE;;;;;;;18.05.2017;;;;SU6618;LCA;LED;;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;;;;;;Elite;KE 578540006;;;False
OKSANA;DEMINA;FEMALE;;;;;;;10.05.2017;;;;SU6618;LCA;LED;;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;;;;Elite;FB 979642836;;;;;False
VARVARA;TRETYAKOV;FEMALE;;;;;2850827349709464.0;;06.05.2017;;;;SU6618;LCA;LED;JLCJCN;LARNACA;SAINT PETERSBURG;CYPRUS;RUSSIAN FEDERATION;;;;;;;;;;;
ALLA;DOBRYNINA;FEMALE;;;;DT 59261284;;;29.05.2017;;;;SU6620;LGW;LED;YSTNJB;LONDON;SAINT PETERSBURG;UNITED KINGDOM;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 59261284;;;Basic;KE 348296661;Elite+;SU 476079211;False
EVGENIYA;EMELYANOVA;FEMALE;;;;;;;03.05.2017;;;;SU6620;LGW;LED;;LONDON;SAINT PETERSBURG;UNITED KINGDOM;RUSSIAN FEDERATION;;;Elite+;DT 620759101;Basic;FB 82717022;Basic;KE 659309579;Elite+;SU 585556833;False
VERA;CHERNYSHEVA;FEMALE;;;;;1570381545925169.0;;15.05.2017;;;;SU6620;LGW;LED;FCBXRC;LONDON;SAINT PETERSBURG;UNITED KINGDOM;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 411448122;False
ANTONINA;ARKHIPOVA;FEMALE;;;;SU 42566441;;Y;31.05.2017;;;;SU6622;PRG;LED;YGRPIA;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;Aeroflot Bonus;Elite;DT 876341252;Elite;FB 590146687;Elite+;KE 885730127;Elite+;SU 42566441;False
ALEKSANDR;LOSEV;MALE;;;;;6013852114762379.0;;02.05.2017;;;;SU6622;PRG;LED;JJTETG;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;;;
AMINA;NIKOLSKAIA;FEMALE;;;;;;;18.05.2017;;;;SU6622;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;Elite+;FB 354302907;;;;;False
EVA;KOZLOVA;FEMALE;;;;;259724964665595.0;;05.05.2017;;;;SU6622;PRG;LED;MACATD;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 769067895;False
ILDAR;KOLESNIKOV;MALE;;;;;;;05.05.2017;;;;SU6622;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;Elite;FB 505522730;;;;;False
KIRA;SINITSYN;FEMALE;;;;;4770542204508758.0;;05.05.2017;;;;SU6622;PRG;LED;WYPGTY;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;Elite+;KE 792114864;;;False
OLGA;KOCHETOVA;FEMALE;;;;;;;14.05.2017;;;;SU6622;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;Elite;FB 660977114;Basic;KE 544033688;;;False
SAVELIJ;SPIRIDONOV;MALE;;;;;;;25.05.2017;;;;SU6622;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;Elite;KE 866790001;;;False
ULYANA;VOROBYOVA;FEMALE;;;;;;;08.05.2017;;;;SU6622;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 405047843;False
NOVEL;FOMICHEV;MALE;;;;KE 675290883;;Y;18.05.2017;;;;SU6628;TLV;LED;YGRPAT;TEL AVIV;SAINT PETERSBURG;ISRAEL;RUSSIAN FEDERATION;;Korean Air SKYPASS;;;;;Elite;KE 675290883;;;False
NIKOLAI;PARAMONOV;MALE;;;;;2869506743979045.0;;02.05.2017;;;;SU6628;TLV;LED;FMBWHE;TEL AVIV;SAINT PETERSBURG;ISRAEL;RUSSIAN FEDERATION;;;;;;;;;;;
PLATON;SCHUKIN;MALE;;;;;;;18.05.2017;;;;SU6628;TLV;LED;;TEL AVIV;SAINT PETERSBURG;ISRAEL;RUSSIAN FEDERATION;;;Elite;DT 830605337;;;;;;;False
SAVVA;KULIKOV;MALE;;;;;;;31.05.2017;;;;SU6628;TLV;LED;;TEL AVIV;SAINT PETERSBURG;ISRAEL;RUSSIAN FEDERATION;;;Elite+;DT 645775514;;;;;;;False
ALLA;PASTUKHOVA;FEMALE;;;;;3333919891768652.0;;14.05.2017;;;;SU6634;NCE;LED;HEPHDW;NICE;SAINT PETERSBURG;FRANCE;RUSSIAN FEDERATION;;;;;;;;;;;False
AMALIIA;SOROKINA;FEMALE;;;;;;;04.05.2017;;;;SU6636;CDG;LED;;PARIS;SAINT PETERSBURG;FRANCE;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 95823862;False
DEMID;USOV;MALE;;;;FB 531404091;;A;09.05.2017;;05.09.2017;;SU6640;SXF;LED;ARSTVN;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Flying Blue;Elite+;DT 149156504;Elite;FB 531404091;;;;;False
PETR;YASHIN;MALE;;;;FB 651476466;;P;02.05.2017;;05.02.2017;;SU6640;SXF;LED;PFLXXW;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Flying Blue;;;Basic;FB 651476466;;;;;False
AMALIIA;LATYSHEVA;FEMALE;;;;;;;20.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 439009761;False
DARIA;BLINOVA;FEMALE;;;;;8777258313438735.0;;02.05.2017;;;;SU6640;SXF;LED;FMURQU;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
DIANA;AFANASEVA;FEMALE;;;;;9564904696075464.0;;02.06.2017;;;;SU6640;SXF;LED;FIOLJK;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
EGOR;SIDOROV;MALE;;;;;8561784308210413.0;;31.05.2017;;;;SU6640;SXF;LED;LCVLLU;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 842540052;;;;;;;False
GORDEI;ANTIPOV;MALE;;;;;7089808777001637.0;;14.05.2017;;;;SU6640;SXF;LED;XQUNNF;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Basic;DT 815437557;;;;;;;False
GREGORY;KUROCHKIN;MALE;;;;;;;23.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 222463813;False
IASMINA;RIABOVA;FEMALE;;;;;;;02.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Basic;FB 733290925;;;Elite+;SU 178822568;False
INNA;STAROSTINA;FEMALE;;;;;9120790847031292.0;;18.05.2017;;;;SU6640;SXF;LED;DTGZPV;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
KARINA;HROMOVA;FEMALE;;;;;5781360700682294.0;;05.05.2017;;;;SU6640;SXF;LED;HXVJTM;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
NIKITA;EFIMOV;MALE;;;;;7732575161710957.0;;14.05.2017;;;;SU6640;SXF;LED;VQMICS;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
VALENTINA;VERESHCHAGINA;FEMALE;;;;;;;28.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 857394452;Elite+;FB 535534444;;;;;False
VASILII;ERMOLOV;MALE;;;;;;;08.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Basic;FB 589911678;;;Elite+;SU 507838167;False
VLAD;HROMOV;MALE;;;;;;;18.05.2017;;;;SU6640;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Elite;FB 462713629;;;;;False
MARSEL;ELISEEV;MALE;;;;DT 893596758;;A;15.05.2017;;;;SU6642;SXF;LED;ASTNAP;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Delta SkyMiles;Elite;DT 893596758;;;;;;;False
IANA;DMITRIEVA;FEMALE;;;;SU 270788398;;;10.05.2017;;;;SU6642;SXF;LED;YSTNXU;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Aeroflot Bonus;;;Elite;FB 738413132;Elite+;KE 642181380;Elite+;SU 270788398;False
AMIR;KALUGIN;MALE;;;;;;;05.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;Basic;KE 842744363;;;False
KIRA;BESPALOVA;FEMALE;;;;;;;04.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Basic;FB 545644466;;;;;False
KRISTINA;ALESHINA;FEMALE;;;;;9531125186740482.0;;03.05.2017;;;;SU6642;SXF;LED;GOQAQF;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
MARAT;BABUSHKIN;MALE;;;;;;;28.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 300265155;;;;;;;False
OKSANA;KOLTCOVA;FEMALE;;;;;;;02.06.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;Basic;KE 327425223;;;False
PETR;BULGAKOV;MALE;;;;;2383282911392250.0;;14.05.2017;;;;SU6642;SXF;LED;VEMPVD;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
RINAT;BOBROV;MALE;;;;;;;19.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Basic;FB 12787175;;;;;False
RUSLAN;KULAKOV;MALE;;;;;;;24.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Basic;DT 918343097;;;;;;;False
TAMARA;MAKAROVA;FEMALE;;;;;;;05.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;Basic;KE 937423418;;;False
TIMOFEI;GRIGOREV;MALE;;;;;;;04.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;Elite+;KE 760221322;;;False
VITALII;IGNATEV;MALE;;;;;;;27.05.2017;;;;SU6642;SXF;LED;;BERLIN;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Basic;DT 461112298;Elite;FB 488817219;Elite;KE 78600539;Elite+;SU 474929332;False
ELIZAVETA;KNJAZEVA;FEMALE;;;;;;;27.05.2017;;;;SU6644;DUS;LED;;DUESSELDORF;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 79720516;Basic;FB 924215016;Elite;KE 913487168;Basic;SU 242511905;False
KSENIIA;ELIZAROVA;FEMALE;;;;;;;15.05.2017;;;;SU6644;DUS;LED;;DUESSELDORF;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 88051755;False
VITALII;ZVEREV;MALE;;;;;;;03.05.2017;;;;SU6644;DUS;LED;;DUESSELDORF;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite+;DT 864940429;;;Basic;KE 401834309;Elite;SU 295417399;False
ANGELICA;KHOMYAKOVA;FEMALE;;;;FB 233777632;;Y;10.05.2017;;05.10.2017;;SU6654;HAM;LED;YRSTVP;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Flying Blue;;;Elite+;FB 233777632;Basic;KE 402845153;Elite;SU 157986871;False
AMINA;LEONOVA;FEMALE;;;;;2793581294383557.0;;28.05.2017;;;;SU6654;HAM;LED;MJCAOG;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
ARTEMIY;AKIMOV;MALE;;;;;;;10.05.2017;;;;SU6654;HAM;LED;;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Elite+;FB 162413573;Elite;KE 706245036;;;False
DARINA;MOISEEVA;FEMALE;;;;;4082500479082798.0;;19.05.2017;;;;SU6654;HAM;LED;ICBEGX;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 469970007;Elite+;FB 665951366;Elite;KE 274598285;;;False
GLEB;EMELIANOV;MALE;;;;;2150923938449684.0;;24.05.2017;;;;SU6654;HAM;LED;UUTYDW;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 462301508;False
IULIIA;KHOKHLOVA;FEMALE;;;;;9437761772048162.0;;29.05.2017;;;;SU6654;HAM;LED;TOVBKT;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;False
NATALIIA;BESPALOVA;FEMALE;;;;;8958657864815622.0;;03.05.2017;;;;SU6654;HAM;LED;BCVMYT;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
NIKOLAJ;ZAYTSEV;MALE;;;;;8580065137661027.0;;06.05.2017;;;;SU6654;HAM;LED;EBLXRS;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
TATYANA;NIKITINA;FEMALE;;;;;;;21.05.2017;;;;SU6654;HAM;LED;;HAMBURG;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Elite;FB 665757500;;;;;False
RINAT;SUKHAREV;MALE;;;;SU 728278084;;Y;14.05.2017;;;;SU6658;MUC;LED;YSTNAI;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite+;SU 728278084;False
AMELIJA;BELYAEVA;FEMALE;;;;;5148065479804000.0;;03.05.2017;;;;SU6658;MUC;LED;EQFEZI;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;;;
GLEB;ANDRIANOV;MALE;;;;;;;14.05.2017;;;;SU6658;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;Basic;FB 549294871;;;Basic;SU 567160275;False
KARINA;MASLENNIKOVA;FEMALE;;;;;;;13.05.2017;;;;SU6658;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;Basic;KE 989069282;;;False
VLADIMIR;SOKOLOV;MALE;;;;;;;19.05.2017;;;;SU6658;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 175493823;False
ALIIA;BULGAKOV;FEMALE;;;;;;;15.05.2017;;;;SU6660;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 204002062;False
OLEG;ZAYTSEV;MALE;;;;;;;23.05.2017;;;;SU6660;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;Elite;DT 617040302;;;;;;;False
ZARINA;GORSHKOVA;FEMALE;;;;;;;10.05.2017;;;;SU6660;MUC;LED;;MUNICH;SAINT PETERSBURG;GERMANY;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 275533591;False
AMALIIA;CHIZHOVA;FEMALE;;;;;;;29.05.2017;;;;SU6672;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;Basic;DT 17879758;Elite;FB 657543716;Elite+;KE 654095515;;;False
GALINA;CHERNOVA;FEMALE;;;;;;;31.05.2017;;;;SU6672;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;Elite;DT 558854597;;;Elite;KE 548154073;;;False
GERMAN;ROZANOV;MALE;;;;;;;02.05.2017;;;;SU6672;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;Elite+;FB 502082706;;;;;False
LIANA;OSTROVSKAYA;FEMALE;;;;;;;18.05.2017;;;;SU6672;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;Basic;KE 222990962;Elite+;SU 325214070;False
MARIIA;ZUBOVA;FEMALE;;;;;;;05.05.2017;;;;SU6672;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;Elite+;KE 775363950;;;False
ROSTISLAV;TKACHEV;MALE;;;;;3218842977452645.0;;06.05.2017;;;;SU6672;MXP;LED;CBVFQG;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;;;;;
VITALII;POPOV;MALE;;;;;7321814649051791.0;;29.05.2017;;;;SU6672;MXP;LED;HXILHB;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;Elite+;KE 958379099;;;False
IAROSLAVA;DRUZHININA;FEMALE;;;;;133450595993070.0;;13.05.2017;;;;SU6674;MXP;LED;WVRHNK;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;;;;;False
LILIYA;PETROVA;FEMALE;;;;;;;10.05.2017;;;;SU6674;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;Elite+;FB 503342860;;;;;False
MILANA;LAPSHINA;FEMALE;;;;;;;23.05.2017;;;;SU6674;MXP;LED;;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 835235610;False
PETR;RYBAKOV;MALE;;;;;4662434026319472.0;;05.05.2017;;;;SU6674;MXP;LED;RUBJCM;MILAN;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;;;;;
TATYANA;RUSANOVA;FEMALE;;;;;;;18.05.2017;;;;SU6676;FCO;LED;;ROME;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 425342655;False
VERONIKA;STOLIAROVA;FEMALE;;;;;;;20.05.2017;;;;SU6676;FCO;LED;;ROME;SAINT PETERSBURG;ITALY;RUSSIAN FEDERATION;;;;;;;Elite;KE 283150280;Basic;SU 973280231;False
LILIYA;MARKINA;FEMALE;;;;;3173512468891234.0;;02.06.2017;;;;SU6692;GVA;LED;KVQHCZ;GENEVA;SAINT PETERSBURG;SWITZERLAND;RUSSIAN FEDERATION;;;;;;;;;;;
RAMIL;MOROZOV;MALE;;;;;1993912801212071.0;;11.05.2017;;;;SU6692;GVA;LED;JWCNYH;GENEVA;SAINT PETERSBURG;SWITZERLAND;RUSSIAN FEDERATION;;;;;;;;;;;
